Year,Region,Value
2019,Ivano-Frankivsk,54.7
2020,Ivano-Frankivsk,54.4
2021,Ivano-Frankivsk,58.2
2022,Ivano-Frankivsk,
2023,Ivano-Frankivsk,
2015,Kyiv,72.1
2016,Kyiv,73.1
2017,Kyiv,75.8
2018,Kyiv,82.8
2019,Kyiv,81.4
2020,Kyiv,77.5
2021,Kyiv,82.2
2022,Kyiv,
2023,Kyiv,
2015,Kirovohrad,45.4
2016,Kirovohrad,41.9
2017,Kirovohrad,45.8
2018,Kirovohrad,50.5
2019,Kirovohrad,53.5
2020,Kirovohrad,49.4
2021,Kirovohrad,52.9
2022,Kirovohrad,
2023,Kirovohrad,
2015,Luhansk,36.7
2016,Luhansk,34.6
2017,Luhansk,38.2
2018,Luhansk,41.2
2019,Luhansk,45.3
2020,Luhansk,43.0
2021,Luhansk,44.1
2022,Luhansk,
2023,Luhansk,
2015,Lviv,48.4
2016,Lviv,46.2
2017,Lviv,48.8
2018,Lviv,54.7
2019,Lviv,58.5
2020,Lviv,58.5
2021,Lviv,65.8
2022,Lviv,
2023,Lviv,
2015,Mykolayiv,51.1
2016,Mykolayiv,47.6
2017,Mykolayiv,51.3
2018,Mykolayiv,58.6
2019,Mykolayiv,62.1
2020,Mykolayiv,60.0
2021,Mykolayiv,60.3
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,60.2
2016,Odesa,55.0
2017,Odesa,57.6
2018,Odesa,65.5
2019,Odesa,64.3
2020,Odesa,59.5
2021,Odesa,58.6
2022,Odesa,
2023,Odesa,
2015,Poltava,52.6
2016,Poltava,48.0
2017,Poltava,52.1
2018,Poltava,53.0
2019,Poltava,54.7
2020,Poltava,58.3
2021,Poltava,57.3
2022,Poltava,
2023,Poltava,
2015,Rivne,40.6
2016,Rivne,38.0
2017,Rivne,41.0
2018,Rivne,41.8
2019,Rivne,44.8
2020,Rivne,44.7
2021,Rivne,47.2
2022,Rivne,
2023,Rivne,
2015,Sumy,38.6
2016,Sumy,36.3
2017,Sumy,39.6
2018,Sumy,46.9
2019,Sumy,45.8
2020,Sumy,43.3
2021,Sumy,44.6
2022,Sumy,
2023,Sumy,
2015,Ternopil,41.7
2016,Ternopil,42.0
2017,Ternopil,45.2
2018,Ternopil,49.2
2019,Ternopil,53.7
2020,Ternopil,52.1
2021,Ternopil,53.9
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,52.2
2016,Kharkiv,52.1
2017,Kharkiv,55.3
2018,Kharkiv,55.7
2019,Kharkiv,55.6
2020,Kharkiv,50.7
2021,Kharkiv,50.2
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,47.2
2016,Kherson,44.9
2017,Kherson,48.1
2018,Kherson,50.6
2019,Kherson,52.1
2020,Kherson,50.6
2021,Kherson,48.1
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,55.6
2016,Khmelnytskiy,55.7
2017,Khmelnytskiy,59.1
2018,Khmelnytskiy,63.3
2019,Khmelnytskiy,64.4
2020,Khmelnytskiy,62.8
2021,Khmelnytskiy,65.0
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,48.9
2016,Cherkasy,47.8
2017,Cherkasy,50.9
2018,Cherkasy,60.9
2019,Cherkasy,62.7
2020,Cherkasy,60.9
2021,Cherkasy,64.9
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,58.4
2016,Chernivtsi,60.1
2017,Chernivtsi,61.7
2018,Chernivtsi,72.1
2019,Chernivtsi,70.1
2020,Chernivtsi,65.7
2021,Chernivtsi,72.6
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,43.2
2016,Chernihiv,38.9
2017,Chernihiv,43.7
2018,Chernihiv,45.8
2019,Chernihiv,52.9
2020,Chernihiv,55.7
2021,Chernihiv,57.6
2022,Chernihiv,
2023,Chernihiv,
