Year,Region,Value
2022,Poltava,
2023,Poltava,
2015,Rivne,46.1
2016,Rivne,48.3
2017,Rivne,46.4
2018,Rivne,46.0
2019,Rivne,47.4
2020,Rivne,48.5
2021,Rivne,48.4
2022,Rivne,
2023,Rivne,
2015,Sumy,48.6
2016,Sumy,47.3
2017,Sumy,47.6
2018,Sumy,47.9
2019,Sumy,48.9
2020,Sumy,51.4
2021,Sumy,47.1
2022,Sumy,
2023,Sumy,
2015,Ternopil,47.9
2016,Ternopil,46.6
2017,Ternopil,47.5
2018,Ternopil,47.0
2019,Ternopil,48.9
2020,Ternopil,47.7
2021,Ternopil,48.8
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,52.8
2016,Kharkiv,51.2
2017,Kharkiv,52.0
2018,Kharkiv,52.1
2019,Kharkiv,52.0
2020,Kharkiv,53.5
2021,Kharkiv,52.0
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,50.9
2016,Kherson,52.6
2017,Kherson,53.1
2018,Kherson,53.5
2019,Kherson,53.2
2020,Kherson,55.0
2021,Kherson,55.0
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,48.6
2016,Khmelnytskiy,48.9
2017,Khmelnytskiy,49.0
2018,Khmelnytskiy,50.5
2019,Khmelnytskiy,51.5
2020,Khmelnytskiy,53.8
2021,Khmelnytskiy,53.8
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,53.0
2016,Cherkasy,50.5
2017,Cherkasy,48.5
2018,Cherkasy,50.7
2019,Cherkasy,52.1
2020,Cherkasy,52.1
2021,Cherkasy,55.4
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,41.2
2016,Chernivtsi,44.3
2017,Chernivtsi,42.4
2018,Chernivtsi,44.0
2019,Chernivtsi,45.5
2020,Chernivtsi,44.4
2021,Chernivtsi,47.0
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,45.8
2016,Chernihiv,46.3
2017,Chernihiv,48.1
2018,Chernihiv,51.3
2019,Chernihiv,52.5
2020,Chernihiv,53.0
2021,Chernihiv,53.8
2022,Chernihiv,
2023,Chernihiv,
